Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2018","2018","%","62.99","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2019","2019","%","63.16","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2020","2020","%","63.82","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2021","2021","%","62.59","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2022","2022","%","62.04","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1990","1990","%","82.37","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1991","1991","%","82.25","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1992","1992","%","82.28","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1993","1993","%","82.29","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1994","1994","%","82.45","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1995","1995","%","82.28","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1996","1996","%","82.94","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1997","1997","%","83.27","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1998","1998","%","83.22","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1999","1999","%","82.74","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2000","2000","%","82.3","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2001","2001","%","82.59","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2002","2002","%","81.99","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2003","2003","%","82.05","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2004","2004","%","81.51","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2005","2005","%","82.15","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2006","2006","%","82.38","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2007","2007","%","80.37","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2008","2008","%","80.39","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2009","2009","%","78.83","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2010","2010","%","79.64","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2011","2011","%","79.94","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2012","2012","%","78.17","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2013","2013","%","79.61","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2014","2014","%","79.17","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2015","2015","%","78.17","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2016","2016","%","77.63","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2017","2017","%","76.7","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2018","2018","%","76.52","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2019","2019","%","77.7","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2020","2020","%","79.82","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2021","2021","%","77.83","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2022","2022","%","78.11","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1990","1990","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1991","1991","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1992","1992","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1993","1993","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1994","1994","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1995","1995","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1996","1996","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1997","1997","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1998","1998","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","1999","1999","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2000","2000","%","0.45","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2001","2001","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2002","2002","%","0.43","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2003","2003","%","0.43","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2004","2004","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2005","2005","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2006","2006","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2007","2007","%","0.43","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2008","2008","%","0.43","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2009","2009","%","0.4","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2010","2010","%","0.41","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2011","2011","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2012","2012","%","0.41","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2013","2013","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2014","2014","%","0.44","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2015","2015","%","0.43","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2016","2016","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2017","2017","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2018","2018","%","0.41","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2019","2019","%","0.41","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2020","2020","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2021","2021","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5084","Emissions from crops","2022","2022","%","0.42","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1990","1990","%","39.88","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1991","1991","%","40.44","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1992","1992","%","40.95","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1993","1993","%","41.51","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1994","1994","%","42.62","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1995","1995","%","42.86","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1996","1996","%","43.93","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1997","1997","%","44.94","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1998","1998","%","45.53","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","1999","1999","%","45.61","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2000","2000","%","44.44","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2001","2001","%","45.07","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2002","2002","%","42.97","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2003","2003","%","44","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2004","2004","%","44.01","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2005","2005","%","45.54","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2006","2006","%","46.4","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2007","2007","%","46.34","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2008","2008","%","46.9","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2009","2009","%","46.22","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2010","2010","%","47.71","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2011","2011","%","49.18","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2012","2012","%","47.45","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2013","2013","%","47.7","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2014","2014","%","47.59","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2015","2015","%","47.74","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2016","2016","%","46.63","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2017","2017","%","46.19","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2018","2018","%","46.54","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2019","2019","%","48.09","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2020","2020","%","50.52","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2021","2021","%","48.54","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5084","Emissions from crops","2022","2022","%","49.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1990","1990","%","51.96","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1991","1991","%","51.83","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1992","1992","%","52.13","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1993","1993","%","52.27","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1994","1994","%","52.04","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1995","1995","%","51.56","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1996","1996","%","51.33","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1997","1997","%","50.79","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1998","1998","%","50.48","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","1999","1999","%","50.03","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2000","2000","%","49.91","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2001","2001","%","49.83","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2002","2002","%","50.31","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2003","2003","%","49.58","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2004","2004","%","49.65","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2005","2005","%","49.5","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2006","2006","%","49.56","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2007","2007","%","49.63","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2008","2008","%","48.83","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2009","2009","%","48.48","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2010","2010","%","48.09","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2011","2011","%","47.62","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2012","2012","%","47.36","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2013","2013","%","48.78","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2014","2014","%","48.38","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2015","2015","%","48.42","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2016","2016","%","48.31","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2017","2017","%","48.22","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2018","2018","%","47.84","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2019","2019","%","48.18","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2020","2020","%","48.26","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2021","2021","%","47.06","E","Estimated value"
"EM","Emissions indicators","356","India","7265","Emissions Share (CH4)","5085","Emissions from livestock","2022","2022","%","46.75","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1990","1990","%","40.84","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1991","1991","%","40.09","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1992","1992","%","39.61","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1993","1993","%","38.98","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1994","1994","%","38","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1995","1995","%","37.54","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1996","1996","%","37.18","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1997","1997","%","36.44","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1998","1998","%","35.84","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","1999","1999","%","35.24","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2000","2000","%","36.02","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2001","2001","%","35.76","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2002","2002","%","37.27","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2003","2003","%","36.09","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2004","2004","%","35.4","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2005","2005","%","34.87","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2006","2006","%","33.98","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2007","2007","%","33.31","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2008","2008","%","32.8","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2009","2009","%","31.52","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2010","2010","%","30.79","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2011","2011","%","30.11","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2012","2012","%","29.75","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2013","2013","%","29.91","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2014","2014","%","29.57","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2015","2015","%","29.78","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2016","2016","%","30.24","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2017","2017","%","29.76","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2018","2018","%","29.35","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2019","2019","%","29.02","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2020","2020","%","28.77","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2021","2021","%","28.34","E","Estimated value"
"EM","Emissions indicators","356","India","7266","Emissions Share (N2O)","5085","Emissions from livestock","2022","2022","%","28.13","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1990","1990","%","37.4","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1991","1991","%","37.59","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1992","1992","%","38.86","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1993","1993","%","39.81","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1994","1994","%","40.46","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1995","1995","%","40.3","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1996","1996","%","39.97","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1997","1997","%","41.38","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1998","1998","%","41.81","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1999","1999","%","42.7","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2000","2000","%","43.35","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2001","2001","%","43.75","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2002","2002","%","44.58","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2003","2003","%","44.99","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2004","2004","%","45.64","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2005","2005","%","45.95","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2006","2006","%","46.03","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2007","2007","%","45.74","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2008","2008","%","46.67","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2009","2009","%","48.26","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2010","2010","%","48.08","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2011","2011","%","48.21","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2012","2012","%","49.1","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2013","2013","%","49.1","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2014","2014","%","50.03","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2015","2015","%","50.34","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2016","2016","%","50.63","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2017","2017","%","50.46","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2018","2018","%","49.98","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2019","2019","%","50.82","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2020","2020","%","51.88","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2021","2021","%","51.4","E","Estimated value"
"EM","Emissions indicators","392","Japan","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","2022","2022","%","52.54","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1990","1990","%","35.05","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1991","1991","%","33.76","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1992","1992","%","32.29","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1993","1993","%","31.83","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1994","1994","%","29.42","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1995","1995","%","28.18","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1996","1996","%","25.93","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1997","1997","%","25.85","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1998","1998","%","25.23","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","1999","1999","%","26.62","E","Estimated value"
"EM","Emissions indicators","392","Japan","7266","Emissions Share (N2O)","6995","Emissions on agricultural land","2000","2000","%","36.09","E","Estimated value"
